"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13836","Create Personal Accident Quote","TIPS_tests","2026-06-03","passed","2026-06-03","","test_main_PA_quote","",""
